file_name,device_info_serial,date_time,index,speed_2d,prediction,confidence,altitude,temperature,runtime,model,inPark,longitude,latitude,WENT_BACK,counttime,temp_diff,time_diff,tempchange,temp_drop_flag,feeding_event
5615_2023-06-18 00:05:06_2023-06-18 04:37:04.csv,5615,2023-06-18T01:57:20Z,0,6.5592,Flap,0.99,3,28.8,2025-05-21T10:08:51Z,45_best,0,4.1972448,52.324217,1,1687053440,-3.4999999999999964,289,-0.012110726643598604,1,1
5615_2023-06-20 00:01:02_2023-06-20 04:05:10.csv,5615,2023-06-20T03:29:42Z,0,0.7552,Float,0.94,-4,26.9,2025-05-21T10:08:35Z,45_best,0,4.3922114,52.4915176,1,1687231782,-2.900000000000002,298,-0.009731543624161081,1,1
5615_2023-06-20 00:01:02_2023-06-20 04:05:10.csv,5615,2023-06-20T02:15:57Z,0,8.2923,Flap,0.99,15,28.9,2025-05-21T10:08:35Z,45_best,1,4.2972494,52.5757797,1,1687227357,-3.6000000000000014,288,-0.012500000000000004,1,1
5615_2023-06-22 00:00:11_2023-06-22 04:42:34.csv,5615,2023-06-22T01:37:30Z,0,0.8216,SitStand,0.42,1,24.4,2025-05-21T10:08:25Z,45_best,0,4.4416557,52.4337386,1,1687397850,-3.200000000000003,289,-0.011072664359861602,1,1
5615_2023-06-23 08:50:54_2023-06-23 12:51:07.csv,5615,2023-06-23T11:04:09Z,0,8.577,Flap,1,0,28.4,2025-05-21T10:08:14Z,45_best,0,4.3479266,52.4769877,1,1687518249,-4.600000000000001,304,-0.015131578947368426,1,1
5615_2023-06-26 03:55:31_2023-06-26 10:03:06.csv,5615,2023-06-26T07:09:05Z,0,5.9769,Flap,0.99,2,27.8,2025-05-21T10:07:47Z,45_best,0,4.3364136,52.4980358,1,1687763345,-3,288,-0.010416666666666666,1,1
5615_2023-07-09 00:02:37_2023-07-09 03:59:21.csv,5615,2023-07-09T02:08:44Z,0,10.6779,Flap,1,-1,29.8,2025-05-21T10:07:07Z,45_best,0,4.3355517,52.4139658,1,1688868524,-5.9999999999999964,575,-0.010434782608695646,1,1
5615_2023-07-20 14:37:50_2023-07-20 20:30:51.csv,5615,2023-07-20T18:06:04Z,0,10.0133,Flap,1,0,27.5,2025-05-21T10:06:20Z,45_best,0,4.298681,52.5551716,1,1689876364,-4.700000000000003,288,-0.016319444444444456,1,1
5615_2023-07-20 14:37:50_2023-07-20 20:30:51.csv,5615,2023-07-20T16:34:21Z,0,12.8519,SitStand,0.94,-29,26.7,2025-05-21T10:06:20Z,45_best,1,4.3108174,52.5645431,1,1689870861,-6.0000000000000036,289,-0.020761245674740497,1,1
5654_2023-06-23 03:58:38_2023-06-23 06:03:41.csv,5654,2023-06-23T05:28:38Z,0,0.9364,Pecking,0.4,-1,28,2025-05-15T15:18:34Z,45_best,0,4.3066886,52.482128,1,1687498118,-4.200000000000003,5,-0.8400000000000005,1,1
5654_2023-06-28 19:12:13_2023-06-28 21:22:35.csv,5654,2023-06-28T19:42:05Z,0,7.7974,Flap,1,20,33,2025-05-15T15:18:02Z,45_best,0,4.5408157,52.4673279,1,1687981325,-2.299999999999997,896,-0.0025669642857142827,1,1
5654_2023-07-08 19:39:24_2023-07-08 20:55:16.csv,5654,2023-07-08T20:17:29Z,0,3.5521,Flap,0.96,-1,26.1,2025-05-15T15:17:33Z,45_best,0,4.338394,52.4667055,1,1688847449,-6,5,-1.2,1,1
5654_2023-07-10 17:28:01_2023-07-10 18:25:55.csv,5654,2023-07-10T18:21:07Z,1,8.9144,Flap,1,25,30.8,2025-05-15T15:17:20Z,45_best,0,4.5277876,52.472720700000004,1,1689013267,-2.1999999999999993,288,-0.007638888888888886,1,1
5654_2023-07-19 07:12:22_2023-07-19 08:26:47.csv,5654,2023-07-19T07:37:03Z,0,5.7324,ExFlap,0.98,1,26.3,2025-05-15T15:16:50Z,45_best,0,4.4601228,52.4392877,1,1689752223,-2.3999999999999986,5,-0.4799999999999997,1,1
5654_2023-07-20 18:17:54_2023-07-20 18:54:02.csv,5654,2023-07-20T18:39:55Z,0,14.2598,Soar,0.99,4,26.4,2025-05-15T15:16:44Z,45_best,0,4.4717518,52.509069,1,1689878395,-2.1000000000000014,5,-0.42000000000000026,1,1
5654_2023-07-21 01:04:33_2023-07-21 03:24:38.csv,5654,2023-07-21T02:12:46Z,0,0.247,SitStand,0.96,-3,29,2025-05-15T15:16:31Z,45_best,0,4.4105813,52.49724,1,1689905566,-4.100000000000001,90,-0.04555555555555557,1,1
5654_2023-07-28 02:51:54_2023-07-28 03:31:38.csv,5654,2023-07-28T02:56:43Z,0,5.8527,Flap,0.99,11,31,2025-05-15T15:16:00Z,45_best,0,4.5521711,52.4755348,1,1690513003,-2.299999999999997,289,-0.007958477508650509,1,1
5654_2023-07-28 13:31:51_2023-07-28 14:34:10.csv,5654,2023-07-28T13:41:26Z,0,12.5648,Flap,1,47,33.4,2025-05-15T15:15:55Z,45_best,0,4.5239133,52.491321,1,1690551686,-2.700000000000003,575,-0.004695652173913049,1,1
5717_2023-06-16 07:56:38_2023-06-16 11:29:09.csv,5717,2023-06-16T11:19:36Z,0,6.3229,Flap,1,10,35,2025-05-15T15:23:30Z,45_best,0,4.5353531,52.5334333,1,1686914376,-3.6000000000000014,290,-0.01241379310344828,1,1
5717_2023-07-09 07:23:09_2023-07-09 07:47:09.csv,5717,2023-07-09T07:27:58Z,0,10.8164,Soar,1,41,31,2025-05-15T15:23:04Z,45_best,0,4.5637103,52.5416146,1,1688887678,-3,289,-0.010380622837370242,1,1
5861_2023-06-20 00:03:36_2023-06-20 05:11:53.csv,5861,2023-06-20T04:51:59Z,0,4.7972,Flap,0.97,10,30.3,2025-05-21T10:12:23Z,45_best,0,4.4522914,52.4403269,1,1687236719,-4.099999999999998,592,-0.006925675675675672,1,1
5861_2023-07-09 06:45:54_2023-07-09 09:22:44.csv,5861,2023-07-09T08:58:25Z,0,11.1529,Flap,0.99,27,32.8,2025-05-21T10:12:12Z,45_best,0,4.4012772,52.557721,1,1688893105,-4,293,-0.013651877133105802,1,1
5861_2023-07-18 02:22:05_2023-07-18 09:21:31.csv,5861,2023-07-18T07:25:35Z,0,7.9144,Flap,0.9,6,32.4,2025-05-21T10:11:35Z,45_best,0,4.3741169,52.474032,1,1689665135,-4.700000000000003,292,-0.016095890410958914,1,1
5943_2023-07-01 17:11:30_2023-07-01 19:57:06.csv,5943,2023-07-01T19:57:06Z,0,0.9401,SitStand,0.45,-1,30.4,2025-05-21T10:22:03Z,45_best,0,4.5743665,52.4644628,1,1688241426,-3,3633,-8.257638315441783e-4,1,1
5943_2023-07-04 17:28:51_2023-07-04 21:06:07.csv,5943,2023-07-04T19:58:40Z,0,0.6356,TerLoco,0.57,-4,30.6,2025-05-21T10:21:53Z,45_best,0,4.2903361,52.5646637,1,1688500720,-2.5,290,-0.008620689655172414,1,1
5943_2023-07-04 17:28:51_2023-07-04 21:06:07.csv,5943,2023-07-04T19:05:19Z,0,1.0751,Flap,0.83,-1,30.7,2025-05-21T10:21:53Z,45_best,1,4.284955,52.5684278,1,1688497519,-2.1999999999999993,287,-0.007665505226480834,1,1
5965_2023-06-18 19:02:22_2023-06-18 20:17:46.csv,5965,2023-06-18T19:28:27Z,0,0.5253,ExFlap,0.89,0,23.7,2025-05-15T15:32:00Z,45_best,0,4.2540766,52.4797855,1,1687116507,-5.199999999999999,5,-1.0399999999999998,1,1
5965_2023-06-21 03:06:23_2023-06-21 05:45:20.csv,5965,2023-06-21T04:16:21Z,0,2.7148,Flap,0.99,1,25.8,2025-05-15T15:31:53Z,45_best,0,4.2686044,52.5199455,1,1687320981,-2.8000000000000007,5,-0.5600000000000002,1,1
5965_2023-06-23 19:45:25_2023-06-23 20:32:08.csv,5965,2023-06-23T19:50:58Z,0,0.9139,TerLoco,0.37,0,24.4,2025-05-15T15:31:46Z,45_best,0,4.4135561,52.4973453,1,1687549858,-5.100000000000001,10,-0.5100000000000001,1,1
5965_2023-07-03 04:14:09_2023-07-03 05:45:53.csv,5965,2023-07-03T05:09:37Z,0,1.5458,Flap,0.92,2,23.1,2025-05-15T15:31:33Z,45_best,0,4.4227044,52.5081126,1,1688360977,-2.299999999999997,5,-0.4599999999999994,1,1
5965_2023-07-04 04:22:28_2023-07-04 06:00:20.csv,5965,2023-07-04T05:36:41Z,0,1.3738,Flap,0.99,4,24.8,2025-05-15T15:31:27Z,45_best,0,4.456108,52.5221865,1,1688449001,-3.3000000000000007,5,-0.6600000000000001,1,1
5965_2023-07-14 15:34:27_2023-07-14 16:41:54.csv,5965,2023-07-14T16:25:07Z,0,4.4372,Flap,1,0,27.6,2025-05-15T15:31:02Z,45_best,0,4.4489458,52.4859268,1,1689351907,-4.5,10,-0.45,1,1
7087_2023-06-15 11:58:09_2023-06-15 14:40:27.csv,7087,2023-06-15T12:07:47Z,0,0.4027,ExFlap,0.87,-301,23.2,2025-05-15T15:07:52Z,45_best,0,4.5756486,52.441258,1,1686830867,-8.8,291,-0.030240549828178698,1,1
7087_2023-06-21 20:16:29_2023-06-21 21:35:21.csv,7087,2023-06-21T21:35:21Z,0,12.8291,Flap,0.99,13,28.8,2025-05-15T15:07:31Z,45_best,0,4.5350413,52.4768578,1,1687383321,-2.5,281,-0.008896797153024912,1,1
7087_2023-06-28 14:54:13_2023-06-28 20:49:25.csv,7087,2023-06-28T15:38:03Z,0,0.6991,Float,0.92,-7,25.7,2025-05-15T15:07:27Z,45_best,0,4.4847497,52.6027023,1,1687966683,-3.1999999999999993,38,-0.08421052631578946,1,1
7087_2023-06-28 14:54:13_2023-06-28 20:49:25.csv,7087,2023-06-28T19:37:03Z,0,0.2418,Pecking,0.61,0,24.8,2025-05-15T15:07:27Z,45_best,1,4.2790666,52.6510566,1,1687981023,-7,32,-0.21875,1,1
7087_2023-06-30 14:33:20_2023-06-30 17:05:50.csv,7087,2023-06-30T16:13:21Z,0,1.7915,Boat,0.36,-5,24.8,2025-05-15T15:07:19Z,45_best,0,4.2096298,52.5453395,1,1688141601,-4.300000000000001,6,-0.7166666666666668,1,1
7087_2023-07-18 17:01:35_2023-07-18 18:41:17.csv,7087,2023-07-18T18:41:17Z,0,0.4097,SitStand,0.84,0,25.7,2025-05-15T15:06:36Z,45_best,0,4.5764485,52.4644175,1,1689705677,-2.8000000000000007,289,-0.009688581314878895,1,1
7087_2023-07-24 04:19:28_2023-07-24 09:04:58.csv,7087,2023-07-24T04:55:00Z,0,0.6462,TerLoco,0.78,-2,22.6,2025-05-15T15:06:27Z,45_best,0,4.3333511,52.4742299,1,1690174500,-5.599999999999998,12,-0.4666666666666665,1,1
7087_2023-07-28 15:04:09_2023-07-28 20:06:09.csv,7087,2023-07-28T16:04:40Z,0,0.6874,Float,1,1,27.3,2025-05-15T15:06:15Z,45_best,0,4.28864,52.4651313,1,1690560280,-3,1838,-0.001632208922742111,1,1
7087_2023-07-29 14:47:55_2023-07-29 19:51:22.csv,7087,2023-07-29T17:33:49Z,0,7.2728,Flap,0.96,19,29.9,2025-05-15T15:06:07Z,45_best,0,4.180161,52.5365213,1,1690652029,-2.8999999999999986,896,-0.0032366071428571413,1,1
7087_2023-07-29 14:47:55_2023-07-29 19:51:22.csv,7087,2023-07-29T18:21:09Z,0,1.1855,TerLoco,0.75,7,27.8,2025-05-15T15:06:07Z,45_best,0,4.3120046,52.5046041,1,1690654869,-2.8999999999999986,953,-0.0030430220356768086,1,1
7087_2023-07-30 15:34:21_2023-07-30 19:52:39.csv,7087,2023-07-30T15:49:28Z,0,5.1066,Flap,0.96,-16,30.2,2025-05-15T15:06:03Z,45_best,0,4.5113192,52.4768028,1,1690732168,-2.599999999999998,907,-0.0028665931642778367,1,1
7088_2023-06-16 20:48:12_2023-06-16 22:27:10.csv,7088,2023-06-16T22:07:58Z,0,0.5586,SitStand,0.72,-1,27.5,2025-05-21T10:15:05Z,45_best,0,4.5607911,52.4690911,1,1686953278,-2.3999999999999986,289,-0.00830449826989619,1,1
7088_2023-07-09 15:34:03_2023-07-09 17:05:12.csv,7088,2023-07-09T16:04:59Z,0,0.8236,ExFlap,0.97,0,25.7,2025-05-21T10:14:54Z,45_best,0,4.2672484,52.4504771,1,1688918699,-4.600000000000001,6,-0.7666666666666669,1,1
7088_2023-07-11 16:29:07_2023-07-11 17:44:30.csv,7088,2023-07-11T16:53:54Z,0,0.2043,TerLoco,0.5,-12,25.8,2025-05-21T10:14:47Z,45_best,0,4.3237868,52.5334327,1,1689094434,-6.4999999999999964,6,-1.0833333333333328,1,1
7088_2023-07-13 13:57:29_2023-07-13 16:38:43.csv,7088,2023-07-13T16:31:28Z,0,1.0155,Float,0.48,0,27.5,2025-05-21T10:14:36Z,45_best,0,4.467548,52.4036014,1,1689265888,-2.8999999999999986,6,-0.4833333333333331,1,1
7088_2023-07-18 18:30:45_2023-07-18 19:18:24.csv,7088,2023-07-18T18:53:13Z,0,0.2559,ExFlap,0.87,-2,25.8,2025-05-21T10:14:28Z,45_best,0,4.4263792,52.4395293,1,1689706393,-5.5,6,-0.9166666666666666,1,1
7090_2023-06-17 04:12:05_2023-06-17 06:18:12.csv,7090,2023-06-17T06:03:33Z,0,7.2653,Flap,0.97,0,24.4,2025-05-20T13:26:34Z,45_best,0,4.4288272,52.4727818,1,1686981813,-2.3000000000000007,6,-0.38333333333333347,1,1
7090_2023-06-17 18:07:00_2023-06-17 19:00:00.csv,7090,2023-06-17T18:42:06Z,0,9.3516,Manouvre,0.76,-1,26.9,2025-05-20T13:26:28Z,45_best,0,4.46446,52.4179926,1,1687027326,-3.400000000000002,6,-0.566666666666667,1,1
7090_2023-06-17 18:07:50_2023-06-17 19:00:06.csv,7090,2023-06-17T18:42:06Z,0,9.3516,Manouvre,0.76,-1,26.9,2025-05-20T13:26:38Z,45_best,0,4.46446,52.4179926,1,1687027326,-3.400000000000002,6,-0.566666666666667,1,1
7090_2023-06-30 05:13:03_2023-06-30 05:46:05.csv,7090,2023-06-30T05:46:05Z,0,0.2025,TerLoco,1,1,24.2,2025-05-20T13:26:14Z,45_best,0,4.576306,52.4644097,1,1688103965,-3,289,-0.010380622837370242,1,1
7090_2023-07-02 05:29:55_2023-07-02 07:15:28.csv,7090,2023-07-02T05:34:43Z,0,7.2424,Flap,0.97,10,29,2025-05-20T13:26:10Z,45_best,0,4.5398059,52.4582388,1,1688276083,-2.3999999999999986,288,-0.008333333333333328,1,1
7090_2023-07-26 19:59:25_2023-07-26 21:15:53.csv,7090,2023-07-26T20:35:22Z,0,0.8263,Float,1,-3,28.3,2025-05-20T13:25:46Z,45_best,0,4.4932513,52.5475846,1,1690403722,-2.1999999999999993,288,-0.007638888888888886,1,1
7092_2023-06-16 00:25:24_2023-06-16 02:09:05.csv,7092,2023-06-16T01:04:48Z,0,0.8554,Float,0.99,4,24.6,2025-05-26T11:56:50Z,45_best,0,4.5733585,52.6053474,1,1686877488,-4.199999999999999,305,-0.013770491803278686,1,1
7092_2023-06-20 20:10:50_2023-06-20 21:06:50.csv,7092,2023-06-20T20:52:51Z,0,1.3106,ExFlap,1,-2,25.8,2025-05-26T11:56:39Z,45_best,0,4.4088397,52.4655117,1,1687294371,-5.699999999999999,13,-0.4384615384615384,1,1
7092_2023-06-22 00:02:34_2023-06-22 03:26:21.csv,7092,2023-06-22T00:41:31Z,0,0.9328,Float,0.83,9,25.9,2025-05-26T11:56:23Z,45_best,0,4.5592126,52.5923095,1,1687394491,-5,288,-0.017361111111111112,1,1
7092_2023-06-23 00:26:35_2023-06-23 02:41:51.csv,7092,2023-06-23T01:19:26Z,0,0.4911,Float,0.97,-2,25.6,2025-05-26T11:56:13Z,45_best,0,4.5577229,52.5953728,1,1687483166,-5.5,289,-0.01903114186851211,1,1
7092_2023-06-25 00:56:00_2023-06-25 02:37:20.csv,7092,2023-06-25T01:58:24Z,0,0.6567,Float,1,0,25.3,2025-05-26T11:55:59Z,45_best,0,4.5731547,52.5735963,1,1687658304,-4.800000000000001,287,-0.01672473867595819,1,1
7092_2023-06-25 02:57:21_2023-06-25 04:05:16.csv,7092,2023-06-25T03:30:56Z,0,0.1062,Float,0.88,-2,26.1,2025-05-26T11:56:04Z,45_best,0,4.5193027,52.4251739,1,1687663856,-4.599999999999998,286,-0.016083916083916076,1,1
7092_2023-06-28 03:45:26_2023-06-28 06:27:46.csv,7092,2023-06-28T04:44:39Z,0,0.287,Float,0.59,8,25.5,2025-05-26T11:55:29Z,45_best,0,4.4579176,52.6971874,1,1687927479,-6.100000000000001,6,-1.0166666666666668,1,1
7092_2023-07-09 03:34:36_2023-07-09 04:00:53.csv,7092,2023-07-09T03:44:12Z,0,9.1108,Flap,1,17,31.6,2025-05-26T11:55:11Z,45_best,0,4.4968829,52.4885739,1,1688874252,-2.1999999999999957,576,-0.003819444444444437,1,1
7092_2023-07-15 03:58:36_2023-07-15 04:30:45.csv,7092,2023-07-15T04:09:09Z,0,0.1465,SitStand,0.53,7,29.7,2025-05-26T11:54:55Z,45_best,0,4.5763889,52.4645977,1,1689394149,-3.3000000000000007,290,-0.011379310344827588,1,1
7092_2023-07-18 01:20:57_2023-07-18 03:12:25.csv,7092,2023-07-18T01:44:59Z,1,0.9724,Float,1,-3,28.7,2025-05-26T11:54:33Z,45_best,0,4.525236,52.5371517,1,1689644699,-3.599999999999998,290,-0.012413793103448268,1,1
7092_2023-07-21 03:36:19_2023-07-21 04:58:06.csv,7092,2023-07-21T03:47:03Z,0,0.8179,ExFlap,1,-3,25.8,2025-05-26T11:54:29Z,45_best,0,4.4018169,52.5116306,1,1689911223,-4,6,-0.6666666666666666,1,1
7130_2023-06-13 15:52:49_2023-06-13 18:27:38.csv,7130,2023-06-13T18:13:15Z,0,4.5738,Manouvre,0.59,3,29.8,2025-05-20T15:16:49Z,45_best,0,4.5719165,52.5516459,1,1686679995,-2.3000000000000007,289,-0.007958477508650521,1,1
7130_2023-06-14 08:14:10_2023-06-14 14:24:45.csv,7130,2023-06-14T09:46:04Z,0,11.3874,Flap,0.97,30,29.2,2025-05-20T15:16:44Z,45_best,0,4.5916015,52.6422782,1,1686735964,-4.5000000000000036,288,-0.015625000000000014,1,1
7130_2023-06-17 17:07:56_2023-06-17 21:08:16.csv,7130,2023-06-17T19:19:14Z,0,0.4114,Pecking,0.78,-1,29,2025-05-20T15:16:38Z,45_best,0,4.3887906,52.4748038,1,1687029554,-3.6000000000000014,580,-0.00620689655172414,1,1
7130_2023-06-20 00:04:14_2023-06-20 02:44:53.csv,7130,2023-06-20T01:56:17Z,0,0.6227,SitStand,0.69,-10,28,2025-05-20T15:16:12Z,45_best,0,4.2867164,52.4219581,1,1687226177,-4.299999999999997,610,-0.007049180327868848,1,1
7130_2023-06-20 03:44:39_2023-06-20 12:59:52.csv,7130,2023-06-20T10:08:25Z,0,8.3567,Flap,0.88,0,30.9,2025-05-20T15:16:07Z,45_best,0,3.7157963,52.7406218,1,1687255705,-3.200000000000003,288,-0.01111111111111112,1,1
7130_2023-06-22 04:33:46_2023-06-22 09:33:06.csv,7130,2023-06-22T09:28:07Z,0,7.6483,Flap,0.98,-10,24.1,2025-05-20T15:15:49Z,45_best,0,4.4999556,52.477714400000004,1,1687426087,-7.699999999999999,308,-0.024999999999999998,1,1
7130_2023-06-23 19:40:15_2023-06-23 22:47:23.csv,7130,2023-06-23T20:39:41Z,0,1.0099,Float,0.68,-4,25.9,2025-05-20T15:15:43Z,45_best,0,4.3631338,52.5067487,1,1687552781,-6.300000000000004,6,-1.0500000000000007,1,1
7130_2023-07-07 00:01:09_2023-07-07 05:30:12.csv,7130,2023-07-07T03:28:51Z,0,0.3648,Float,0.99,-8,28.4,2025-05-20T15:14:59Z,45_best,0,4.6208343,52.6682907,1,1688700531,-4.200000000000003,284,-0.014788732394366207,1,1
7130_2023-07-17 12:19:17_2023-07-17 16:00:04.csv,7130,2023-07-17T15:28:59Z,0,1.7063,Pecking,0.77,-5,28.2,2025-05-20T15:13:55Z,45_best,0,4.4520387,52.5101223,1,1689607739,-5.5000000000000036,7,-0.7857142857142863,1,1
